customer_id,credit_score,country,gender,age,tenure
15658929,683,Spain,Male,29,0
15585388,660,Germany,Male,31,9
15724623,704,Germany,Female,24,7
15588537,615,Spain,Female,41,9
15574692,667,Spain,Female,39,2
15611325,682,Germany,Male,24,9
15587562,484,France,Female,29,4
15613172,628,Germany,Male,27,5
15651022,480,Germany,Male,44,10
15586310,578,France,Male,30,4
15625524,512,France,Male,40,5
15755209,484,Spain,Female,35,7
15645248,510,France,Female,30,0
15790355,606,Germany,Male,36,5
15762615,597,Spain,Female,40,8
15625426,754,Germany,Female,55,3
15716334,850,Spain,Female,45,2
15789669,510,France,Male,65,2
15621075,778,Germany,Female,45,1
15810845,636,France,Male,42,2
15719377,804,France,Female,50,4
15654506,514,France,Male,32,8
15771977,730,France,Female,39,1
15708710,525,Spain,Female,37,0
15726676,616,Spain,Male,30,5
15587421,687,Germany,Female,34,7
15726931,715,France,Female,41,8
15771086,512,France,Female,36,3
15756850,479,France,Male,40,1
15702741,601,France,Male,32,8
15679200,580,Spain,Male,29,9
15594815,807,France,Male,35,3
15635905,616,Spain,Female,32,6
15777892,721,Germany,Male,37,3
15656176,501,France,Male,57,10
15811127,521,France,Male,35,6
15604482,850,Spain,Male,30,2
15622911,759,France,Male,42,4
15600974,516,Spain,Male,50,5
15727868,711,France,Female,38,2
15627801,512,Spain,Male,33,3
15773039,550,France,Male,37,3
15755262,608,Spain,Female,41,3
15679531,618,France,Male,34,5
15684181,643,France,Male,45,5
15612087,671,France,Male,45,2
15752047,689,Germany,Male,33,2
15624592,603,France,Male,31,8
15573152,620,France,Female,41,9
15594917,676,France,Female,34,1
15785542,572,Germany,Male,26,4
15723488,668,Germany,Male,47,7
15680920,695,France,Male,46,7
15786308,730,Spain,Female,33,9
15659366,807,France,Male,43,1
15774854,592,France,Male,54,8
15725311,726,France,Female,31,9
15787155,514,Spain,Male,30,7
15727829,567,France,Male,42,2
15733247,850,France,Male,33,10
15568748,671,Germany,Male,45,6
15699029,670,France,Male,37,4
15774393,694,France,Female,30,9
15676895,547,Germany,Female,39,6
15637753,751,Germany,Male,50,2
15605461,594,Germany,Female,29,3
15808473,673,France,Male,72,1
15627000,610,France,Male,40,0
15787174,512,France,Female,37,1
15723886,767,Germany,Male,20,3
15704769,585,France,Female,67,5
15772896,763,Germany,Male,42,6
15711540,712,France,Female,29,2
15764866,539,Germany,Female,43,3
15794056,668,France,Female,46,2
15795149,703,France,Male,28,2
15812009,662,Spain,Male,38,4
15651001,725,Germany,Female,39,5
15813844,703,France,Male,37,8
15596175,659,Germany,Male,67,6
15576269,523,Spain,Male,34,7
15797219,635,France,Female,40,10
15685500,772,Germany,Male,26,7
15599792,545,France,Female,26,1
15657566,634,Germany,Male,24,8
15772423,739,Germany,Male,54,8
15628112,771,Germany,Female,36,5
15753754,587,Spain,Female,34,1
15793726,681,France,Female,79,0
15694717,544,Germany,Male,37,2
15665834,696,Spain,Male,28,8
15765297,766,Spain,Male,41,0
15636684,727,France,Male,34,10
15592979,671,Germany,Female,34,6
15750803,693,France,Female,30,6
15607178,850,Germany,Male,38,3
15713853,732,Germany,Male,42,9
15673481,726,Spain,Female,48,6
15686776,557,France,Female,32,6
15673693,682,France,Female,26,0
15700696,738,Spain,Male,31,9
15813163,531,Spain,Female,36,9
15653857,498,France,Male,34,2
15777076,651,France,Male,36,7
15717398,549,Spain,Female,39,7
15799217,791,Germany,Female,35,7
15787071,650,Spain,Male,41,9
15619955,733,Germany,Male,34,3
15796505,811,Germany,Female,34,1
15725166,707,France,Male,30,8
15800116,712,Germany,Male,28,4
15758685,706,Spain,Female,37,7
15694456,756,France,Male,62,3
15767339,777,France,Female,53,10
15683562,646,France,Male,35,6
15782210,714,France,Male,46,1
15668893,782,France,Male,39,8
15669169,775,Spain,Male,29,10
15643024,479,Germany,Male,35,4
15699389,807,France,Male,42,7
15708608,799,France,Female,22,8
15626144,675,France,Male,40,7
15573112,602,Spain,Male,29,5
15790678,475,France,Female,32,8
15727556,744,Spain,Female,26,5
15697307,588,Spain,Male,34,10
15652266,703,Germany,Male,42,9
15607098,747,Spain,Female,41,5
15655774,583,France,Male,27,7
15590241,750,Spain,Female,34,9
15785819,681,France,Male,38,3
15723654,773,France,Male,25,2
15774510,714,France,Female,31,4
15684173,687,Spain,Female,44,7
15650068,511,France,Male,58,0
15811490,627,France,Male,33,5
15803976,694,France,Female,31,10
15682541,616,Spain,Female,36,6
15695699,687,France,Male,35,8
15624188,712,France,Female,33,6
15812191,553,France,Male,33,4
15636673,667,France,Male,31,1
15594898,731,France,Male,43,2
15660211,629,Germany,Male,35,7
15773972,614,France,Male,50,4
15746726,438,Germany,Male,31,8
15712287,652,France,Female,80,4
15702919,729,Germany,Male,30,6
15674398,642,France,Male,38,3
15797960,806,Germany,Female,59,0
15631868,744,Spain,Male,36,2
15581539,474,Spain,Male,37,3
15662736,559,France,Male,49,2
15666252,706,Spain,Male,42,9
15677512,628,Spain,Female,22,3
15626114,429,France,Male,24,4
15810834,525,Spain,Female,57,2
15678910,680,France,Female,30,8
15694408,749,France,Male,40,1
15585215,763,France,Female,31,4
15682757,734,France,Male,30,3
15736601,716,France,Male,35,4
15601848,594,France,Male,35,2
15736008,644,France,Female,46,9
15669064,671,Germany,Male,35,1
15624528,664,Germany,Male,26,7
15598493,656,France,Male,50,7
15601274,667,Spain,Female,40,1
15702669,663,Germany,Male,44,2
15728669,584,Germany,Female,30,8
15742668,626,Spain,Female,37,6
15697441,485,France,Male,29,7
15740476,659,Germany,Female,32,3
15648064,649,France,Male,33,2
15636624,805,Spain,Female,39,5
15807923,716,Germany,Female,39,10
15745844,642,Germany,Female,40,6
15786170,659,France,Male,31,4
15681081,545,Spain,Female,47,5
15684484,543,France,Male,22,8
15785869,718,France,Female,25,7
15763859,840,France,Female,43,7
15658935,630,Germany,Female,34,9
15747358,643,Germany,Male,59,3
15735203,654,Germany,Female,32,1
15576256,582,France,Male,39,5
15659420,659,Spain,Male,32,3
15593365,762,Spain,Male,39,2
15777352,568,Spain,Female,32,7
15812007,670,Spain,Male,25,6
15625461,613,France,Female,45,1
15739438,539,France,Male,30,0
15611759,850,Spain,Female,57,8
15661629,522,Spain,Male,34,9
15633950,737,France,Male,41,1
15592386,520,France,Male,58,3
15803716,706,Spain,Male,28,3
15696674,643,Germany,Female,45,2
15706365,648,France,Female,50,9
15745088,443,Germany,Female,29,9
15676715,640,France,Male,68,9
15613085,628,Spain,Female,33,3
15633537,540,Germany,Female,42,9
15594720,460,Germany,Female,35,8
15684042,636,Germany,Male,34,2
15583303,593,France,Female,29,2
15611579,801,Spain,Male,42,4
15774696,640,Germany,Female,75,1
15694506,611,Germany,Male,31,0
15688074,802,Germany,Male,31,1
15759537,717,Germany,Male,35,7
15758449,769,France,Female,39,8
15583456,745,Germany,Male,45,10
15667871,572,Spain,Male,35,4
15677371,629,Spain,Female,30,2
15629677,687,Spain,Female,39,2
15713578,483,France,Female,50,9
15591509,690,France,Male,36,7
15568240,492,Germany,Female,30,10
15622993,709,Germany,Male,28,8
15689294,705,Germany,Male,44,3
15720910,560,France,Female,66,9
15721181,611,Spain,Male,46,6
15776433,730,Spain,Male,62,2
15748936,709,Spain,Female,45,2
15717225,544,France,Female,21,10
15685226,712,Germany,Female,29,7
15785611,752,Germany,Male,38,3
15573456,648,Spain,Male,46,9
15684548,556,Spain,Male,38,8
15620505,594,Spain,Female,24,0
15807432,645,Germany,Female,37,2
15584766,557,France,Male,33,3
15612187,547,Germany,Male,32,8
15762218,701,France,Female,39,9
15646372,616,France,Female,66,1
15690452,605,France,Male,52,1
15747795,593,Germany,Female,38,4
15781589,751,Spain,Male,52,8
15732674,443,Spain,Male,36,6
15642291,685,France,Male,23,8
15692761,718,France,Male,36,9
15578045,538,Spain,Female,49,9
15745354,611,Spain,Female,37,4
15701376,668,Germany,Male,37,10
15691625,537,Germany,Female,41,3
15566594,709,Spain,Male,23,10
15760431,850,France,Male,38,1
15686302,745,Spain,Female,31,3
15801559,693,Germany,Female,41,9
15810432,795,Spain,Male,35,8
15809616,626,Spain,Male,26,8
15720559,487,Germany,Female,61,5
15695632,556,France,Female,39,9
15659843,643,France,Female,46,6
15615624,605,France,Female,28,6
15810418,756,Germany,Female,60,3
15716186,586,France,Female,38,2
15674551,535,Germany,Male,40,7
15622834,678,France,Female,35,4
15566111,596,France,Male,39,9
15784597,648,France,Male,26,9
15652883,492,Germany,Male,39,10
15806964,702,France,Male,45,0
15576313,486,Germany,Female,40,9
15806467,568,Germany,Male,40,1
15597602,619,Germany,Male,57,3
15743040,724,Germany,Male,41,2
15705521,548,Germany,Female,33,0
15595039,545,Germany,Female,37,8
15799384,683,France,Male,33,8
15581197,762,France,Female,51,3
15693737,627,Germany,Female,30,4
15624623,516,France,Male,35,10
15783501,800,France,Female,38,2
15690134,464,Germany,Female,42,3
15782735,626,France,Female,35,3
15611088,790,France,Female,31,9
15672145,534,France,Female,34,7
15732628,745,France,Male,46,2
15787470,553,Spain,Male,47,3
15803406,748,France,Female,26,1
15730460,722,France,Male,37,2
15644572,501,France,Male,40,4
15694860,675,France,Female,38,6
15658169,778,Spain,Female,47,6
15794396,494,Germany,Female,38,7
15785798,850,France,Male,40,9
15710825,592,Spain,Male,31,7
15668444,590,Spain,Female,44,3
15726631,758,France,Female,39,6
15733797,506,France,Male,36,5
15747960,733,France,Male,33,3
15634632,711,France,Male,38,3
15707362,514,Germany,Male,43,1
15662976,637,Spain,Male,37,8
15732778,468,Germany,Male,29,1
15718443,539,France,Male,39,3
15670039,509,Spain,Female,25,3
15773792,662,France,Female,32,4
15613786,818,Spain,Male,26,4
15726032,608,France,Male,33,9
15663252,850,Spain,Female,32,9
15593782,816,Germany,Female,38,5
15633283,536,France,Male,35,8
15749167,753,France,Male,35,3
15759298,631,Spain,Male,27,10
15683625,703,France,Male,37,1
15635367,774,France,Male,26,2
15681705,785,France,Male,28,8
15603156,571,France,Female,33,1
15591986,621,Germany,Male,46,6
15798888,605,Germany,Female,31,1
15809722,611,France,Female,40,8
15677538,569,France,Male,38,7
15797736,658,France,Male,29,4
15695585,788,Spain,Male,34,6
15744398,525,France,Female,23,5
15750658,798,France,Male,37,8
15578186,486,Germany,Male,37,9
15676519,615,Spain,Male,61,9
15637954,730,France,Female,35,0
15758639,641,France,Male,37,7
15613772,542,France,Male,39,3
15731744,692,France,Male,30,2
15807709,714,Germany,Female,55,9
15714689,591,Spain,Male,29,1
15699005,710,France,Female,41,2
15624170,639,France,Female,38,4
15725679,531,France,Female,47,6
15585865,673,France,Female,38,2
15804256,765,Germany,Male,36,8
15662403,622,France,Female,32,6
15733616,806,France,Male,40,5
15591995,757,Germany,Male,26,8
15677020,570,France,Female,58,8
15727688,555,Spain,Male,32,4
15715941,692,France,Male,54,5
15714485,774,France,Male,60,5
15730059,638,Spain,Male,44,9
15715527,543,Spain,Female,41,4
15576623,584,France,Male,31,5
15805565,691,Germany,Male,30,7
15677307,684,Germany,Female,40,6
15773890,733,France,Male,22,5
15598883,599,Spain,Female,37,2
15568506,524,Germany,Female,31,10
15761043,632,Germany,Female,38,6
15782236,735,Spain,Male,34,5
15593601,734,France,Male,34,6
15682048,605,France,Female,51,3
15746902,793,Spain,Male,38,9
15752081,468,France,Female,56,10
15781307,779,Germany,Male,37,7
15775912,698,France,Male,48,4
15745417,707,France,Male,58,6
15671256,850,France,Female,35,1
15653547,850,France,Male,56,7
15595766,527,Spain,Male,37,5
15742358,696,Germany,Male,32,8
15763274,661,France,Male,48,3
15786063,776,France,Female,31,2
15600258,701,France,Male,43,2
15573318,610,France,Male,26,8
15653849,572,Germany,Female,48,3
15694272,673,France,Male,30,1
15736112,519,Spain,Female,57,2
15749851,702,Spain,Female,26,4
15663478,729,France,Male,32,6
15592300,543,Spain,Male,35,10
15567832,550,France,Female,40,7
15776780,608,France,Male,59,1
15592846,639,Germany,Male,35,10
15739803,686,Spain,Male,34,9
15794142,564,Germany,Female,62,5
15762729,745,Germany,Female,28,1
15667896,833,France,Male,37,8
15626578,622,France,Male,26,9
15776223,597,France,Female,42,4
15705953,721,Spain,Male,51,0
15802593,504,France,Female,49,7
15615457,842,Spain,Female,44,2
15708916,587,France,Male,38,0
15720187,479,Germany,Female,30,7
15595440,508,France,Male,49,7
15600651,749,France,Male,24,1
15750141,721,Germany,Female,36,3
15657284,674,Germany,Male,47,6
15763063,685,Spain,Female,25,10
15709324,417,France,Male,34,7
15711309,574,Germany,Male,33,3
15775318,590,Spain,Female,51,3
15705515,587,Germany,Male,40,5
15634844,598,Germany,Male,41,3
15717046,741,Spain,Male,53,3
15571816,850,Spain,Female,70,5
15670080,584,Germany,Female,29,7
15800440,650,Spain,Male,61,1
15665678,607,Spain,Male,36,8
15665956,509,France,Female,46,1
15788126,689,Spain,Female,38,6
15811773,543,France,Male,36,4
15651674,438,Spain,Female,54,2
15689614,687,Spain,Female,63,1
15795564,737,Germany,Male,31,5
15706647,761,France,Male,31,7
15728505,601,France,Male,44,1
15730076,651,France,Male,45,1
15622003,745,France,Male,35,9
15607312,648,Spain,Female,49,10
15644753,848,Spain,Male,40,3
15653620,546,France,Female,27,8
15761986,439,Spain,Female,32,3
15633922,755,France,Male,30,4
15734674,593,France,Female,41,6
15658032,701,France,Male,39,2
15692671,701,Spain,Male,36,8
15737741,607,Spain,Female,33,2
15576352,586,Spain,Female,57,3
15753719,547,Germany,Female,30,9
15803689,647,Germany,Female,51,1
15718057,760,France,Female,51,2
15722010,621,Spain,Male,53,9
15680998,725,France,Male,44,5
15614782,526,France,Male,36,1
15591047,519,Spain,Female,47,6
15788291,713,Germany,Female,38,7
15604044,700,France,Male,38,8
15679587,666,France,Female,34,9
15775153,630,Spain,Male,32,4
15603925,779,Spain,Female,26,4
15680970,611,Germany,Female,41,2
15697183,685,Spain,Male,43,9
15567446,646,Germany,Male,39,9
15637476,683,Germany,Female,57,5
15714939,484,Germany,Female,34,4
15683503,601,France,Female,43,8
15645569,762,Spain,Female,26,7
15782569,687,France,Female,72,9
15592387,566,France,Male,30,5
15609286,702,France,Male,37,10
15814035,601,France,Male,29,9
15661249,699,France,Male,53,4
15629117,584,France,Male,28,10
15607170,699,France,Male,35,5
15586585,698,Germany,Female,51,2
15686611,495,France,Male,30,10
15603203,650,France,Female,27,6
15619857,605,France,Female,64,2
15805062,667,Spain,Male,38,1
15660271,688,Germany,Male,26,8
15745295,727,Spain,Female,31,0
15719352,754,Spain,Male,39,6
15766575,612,Germany,Female,62,8
15594594,546,Spain,Male,42,7
15646161,673,Spain,Female,37,8
15682585,593,France,Male,35,9
15603134,656,Spain,Female,40,10
15636444,535,Germany,Female,53,5
15773456,678,Germany,Male,36,3
15745307,477,Spain,Female,48,2
15604119,850,Spain,Male,35,7
15626900,427,France,Male,29,1
15605447,752,France,Male,49,2
15589030,649,France,Male,47,1
15692463,799,Spain,Female,28,3
15712403,589,France,Female,61,1
15811762,583,Germany,Female,54,6
15718673,839,Spain,Female,33,10
15724282,540,Germany,Male,44,3
15738181,850,France,Male,31,6
15633648,696,Spain,Female,51,5
15603323,660,Spain,Female,33,1
15583725,682,France,Male,48,1
15588350,744,France,Female,43,10
15798398,785,France,Female,36,4
15784844,752,Spain,Male,48,5
15580684,706,France,Female,29,5
15809663,583,France,Female,27,1
15640078,660,Germany,Female,39,5
15698786,819,France,Female,39,9
15569807,673,France,Female,34,8
15730830,752,France,Female,30,3
15805112,578,France,Male,38,7
15633064,438,France,Female,36,4
15703119,652,France,Male,38,6
15730447,629,France,Female,49,4
15813850,720,France,Male,52,7
15711889,668,France,Male,42,3
15664610,459,Germany,Male,48,4
15751710,729,Spain,Male,31,8
15692926,498,Germany,Male,25,8
15813741,549,Spain,Male,25,6
15698474,601,Germany,Female,54,1
15568595,544,France,Male,64,9
15603065,751,France,Female,30,6
15592937,632,Germany,Female,41,3
15699637,694,Spain,Male,57,8
15667215,678,France,Male,31,2
15788659,695,France,Male,46,4
15763218,661,France,Female,41,1
15645772,661,France,Male,33,9
15725511,559,France,Female,31,3
15575024,503,France,Male,29,3
15640825,695,Spain,Male,46,3
15662397,640,France,Female,42,5
15576368,624,Germany,Female,48,3
15674991,667,France,Male,42,9
15721024,642,France,Male,26,0
15745621,640,Spain,Female,32,6
15642394,529,Spain,Male,35,5
15754605,563,France,Female,39,5
15607040,593,Spain,Female,38,4
15715142,739,Germany,Male,45,7
15810978,788,Spain,Female,70,1
15668886,684,Spain,Female,38,3
15780804,482,France,Male,55,5
15613880,591,Spain,Male,58,5
15775238,651,Germany,Female,41,4
15786905,749,Germany,Female,40,8
15747867,583,France,Male,24,9
15600337,661,Spain,Male,42,2
15801277,715,France,Female,31,2
15579334,769,Germany,Female,45,5
15802741,625,France,Female,51,7
15720649,641,France,Female,36,5
15589493,716,Germany,Male,27,1
15688251,767,France,Male,43,1
15665238,745,Germany,Male,36,8
15740900,589,France,Male,34,6
15681068,796,France,Female,45,2
15748625,664,France,Male,57,6
15727299,445,Spain,Male,62,1
15620204,543,Germany,Female,57,1
15669516,746,Spain,Male,36,2
15736534,742,Germany,Male,33,0
15803457,750,France,Female,32,5
15659098,669,France,Male,30,7
15603436,594,Spain,Female,49,2
15566292,574,Spain,Male,36,1
15808621,659,Germany,Male,36,2
15580148,750,Germany,Male,40,5
15776231,626,Germany,Male,35,4
15773809,620,France,Male,42,4
15649423,580,France,Female,35,8
15734886,686,France,Female,34,3
15722548,540,France,Male,48,0
15650288,634,Germany,Male,35,6
15629448,632,Spain,Male,38,1
15716164,501,France,Female,41,3
15807609,650,Spain,Female,25,3
15578977,786,France,Male,34,9
15677369,554,Germany,Female,37,4
15804072,701,Spain,Female,42,5
15696859,474,France,Male,45,10
15653780,621,France,Female,43,5
15721658,672,Spain,Female,56,2
15578761,459,Spain,Female,42,6
15736879,669,France,Male,23,1
15571973,776,France,Female,38,2
15626742,694,France,Male,36,3
15672692,787,France,Female,42,10
15673570,580,France,Male,37,9
15767432,711,France,Female,25,7
15654238,673,France,Female,40,5
15612525,499,France,Female,57,1
15812750,591,France,Male,24,6
15790757,769,France,Female,25,10
15723873,657,Spain,Male,31,3
15744607,738,Germany,Male,43,9
15612966,545,Germany,Female,60,7
15784209,497,France,Male,47,6
15794278,816,Spain,Male,67,6
15766741,525,France,Male,36,2
15661036,725,France,Male,46,6
15705639,692,France,Female,28,8
15637414,618,France,Female,24,7
15716835,546,France,Male,24,8
15696231,635,France,Male,29,7
15641675,611,France,Female,49,2
15670755,650,France,Male,60,8
15640059,606,France,Male,40,5
15787619,844,France,Male,18,2
15587535,450,Spain,Female,46,5
15813034,727,Spain,Male,38,2
15698839,460,Germany,Male,46,4
15790314,649,France,Male,41,0
15634245,758,Germany,Female,47,9
15677305,490,France,Female,35,7
15661526,815,Germany,Male,37,2
15685997,838,Spain,Female,39,5
15660101,803,France,Male,31,9
15637979,664,Germany,Female,36,2
15815364,736,Spain,Female,28,2
15647099,633,France,Female,37,9
15625944,664,France,Male,58,5
15583212,600,France,Female,43,5
15582741,693,France,Female,35,5
15637876,663,Germany,Female,36,6
15622750,742,Germany,Female,21,1
15672056,710,Germany,Male,43,2
15812351,710,Spain,Female,27,2
15810864,700,France,Female,82,2
15677921,720,Germany,Male,60,9
15724296,684,Spain,Male,41,2
15685329,531,France,Female,63,1
15584091,742,Germany,Female,36,2
15640442,717,France,Male,31,4
15639314,589,France,Male,32,2
15685320,767,France,Male,36,3
15789158,636,Germany,Male,49,6
15752137,648,France,Male,33,7
15712551,622,Germany,Female,58,7
15628936,692,Spain,Male,28,9
15797227,754,France,Male,28,8
15769974,679,Spain,Female,35,8
15737051,639,France,Male,27,8
15585595,774,France,Female,28,1
15654060,517,France,Male,41,2
15745196,571,France,Female,35,8
15571221,747,Germany,Male,58,7
15660155,792,Spain,Male,36,5
15605284,688,France,Male,26,1
15694366,714,Germany,Male,42,2
15600739,562,Spain,Female,35,0
15653253,704,Spain,Male,48,8
15763431,698,France,Male,36,2
15643696,611,France,Male,49,3
15707473,850,Germany,Female,48,6
15769504,743,Germany,Female,34,1
15776807,654,France,Male,29,1
15686870,761,Germany,Male,36,8
15668747,702,France,Female,46,9
15766908,488,Germany,Male,32,3
15570134,683,France,Female,35,6
15567367,601,Germany,Female,42,9
15747542,605,France,Male,52,7
15762238,671,Germany,Female,44,0
15681554,614,Germany,Female,31,7
15712825,511,Spain,Female,29,9
15640280,850,France,Male,39,4
15756026,790,Spain,Female,46,9
15613319,793,France,Female,33,0
15798906,628,France,Male,69,5
15708917,598,Germany,Male,53,10
15778463,657,France,Female,37,6
15699430,618,France,Female,35,10
15649992,681,Spain,Male,65,7
15578980,516,Spain,Female,33,3
15775306,421,Germany,Male,28,8
15641655,700,France,Female,26,2
15619708,745,France,Male,25,5
15734565,696,France,Male,29,8
15806438,580,Germany,Female,42,2
15591969,497,Spain,Male,27,9
15747807,720,France,Female,43,6
15596939,659,Germany,Male,36,4
15716155,841,France,Female,36,5
15765311,642,Spain,Male,34,8
15757811,732,Spain,Female,69,9
15603830,600,Spain,Male,36,4
15660602,464,Germany,Male,33,8
15660535,680,France,Female,47,5
15666633,758,Spain,Male,56,1
15596914,630,Germany,Female,31,2
15639788,577,France,Female,39,10
15695846,684,France,Female,34,6
15726234,708,Spain,Female,41,5
15797964,732,Germany,Female,29,1
15625881,634,Germany,Male,37,3
15780628,633,France,Female,30,6
15575883,559,France,Male,34,2
15585036,694,Spain,Female,37,3
15589488,686,Germany,Female,56,5
15585888,553,Spain,Female,48,3
15727915,507,France,Male,36,4
15707567,732,Germany,Male,50,6
15737792,818,France,Female,31,1
15599433,660,Germany,Male,35,8
15672012,773,Spain,Female,41,5
15806983,640,France,Male,44,3
15592222,505,France,Male,49,7
15608968,714,Germany,Male,21,6
15586959,468,France,Female,42,5
15646558,611,Spain,Male,51,1
15725811,705,France,Male,25,0
15572265,646,Germany,Male,46,1
15794048,667,Germany,Female,48,1
15677610,511,Germany,Female,41,8
15745012,653,France,Female,43,6
15601589,675,France,Female,57,8
15686436,523,Spain,Male,32,4
15693864,567,Germany,Female,49,5
15760550,741,Spain,Male,39,7
15686137,456,Spain,Male,32,9
15809087,598,France,Male,64,1
15807663,667,France,Male,43,8
15809100,548,France,Female,32,2
15794916,725,France,Male,41,7
15614215,717,France,Male,53,6
15805449,594,France,Male,38,4
15686983,678,Germany,Female,25,10
15808017,545,France,Male,38,1
15756804,636,France,Female,48,1
15646810,603,Germany,Male,44,6
