customer_id,balance,products_number,credit_card,active_member,estimated_salary,churn
15677871,122570.87,1,1,1,35608.88,0
15642004,0,2,0,1,16459.37,0
15712543,124828.46,2,1,1,124411.08,0
15584518,144895.05,2,1,1,34941.23,0
15802381,63663.93,1,0,1,167784.28,0
15610156,133463.1,1,0,1,93165.34,0
15594408,213146.2,1,1,0,75161.25,1
15640905,129490.36,2,0,1,8590.83,1
15698932,137452.09,1,1,0,189543.9,0
15724944,0,2,1,1,180427.24,0
15628145,125851.93,1,1,1,193318.33,0
15713483,0,1,1,0,159123.82,1
15612350,40915.55,1,1,0,126213.84,1
15800703,113157.22,1,1,1,54141.5,0
15705707,138296.94,2,1,0,141075.51,0
15754105,106967.18,1,0,0,24495.03,0
15703264,120681.63,1,1,0,74836.34,0
15794413,0,2,0,1,878.87,0
15650237,0,2,1,0,89520.75,0
15759618,0,1,1,0,149892.79,1
15811589,0,2,1,0,180800.42,0
15689044,127609.59,1,1,0,98646.22,0
15709368,0,2,1,1,109041.53,0
15679145,0,1,1,0,17941.16,1
15655007,0,2,0,0,82996.47,0
15623595,0,2,1,1,92067.35,0
15589975,97259.25,1,0,1,104719.66,0
15804017,123246.7,1,0,0,112687.57,0
15692132,101060.25,1,0,1,84699.56,0
15641122,0,2,1,0,83473.82,0
15630910,108007.36,1,0,0,47125.11,0
15680772,0,2,1,1,106977.8,0
15658929,133702.89,1,1,0,55582.54,1
15585388,125189.75,2,1,1,139874.43,0
15724623,113034.22,1,1,0,162503.48,1
15588537,109013.23,1,1,0,196499.96,0
15574692,0,2,1,0,40721.24,1
15611325,57929.81,2,0,0,53134.3,0
15587562,130114.39,1,1,0,164017.89,0
15613172,95826.49,2,1,0,155996.96,0
15651022,129608.57,1,1,0,5472.7,1
15586310,169462.09,1,1,0,112187.11,0
15625524,0,2,1,1,146457.83,0
15755209,133868.21,1,1,1,27286.1,0
15645248,0,2,1,1,130553.47,0
15790355,190479.48,2,0,0,179351.89,0
15762615,101993.12,1,0,1,94774.12,0
15625426,161608.81,1,1,0,8080.85,1
15716334,122311.21,1,1,1,19482.5,0
15789669,0,2,1,1,48071.61,0
15621075,162150.42,2,1,0,174531.27,0
15810845,0,2,1,1,55470.78,0
15719377,0,1,1,1,8546.87,1
15654506,0,2,1,0,95857.18,0
15771977,99010.67,1,1,0,194945.8,0
15708710,0,1,0,1,131521.72,0
15726676,0,2,0,1,196108.51,0
15587421,111388.18,2,1,0,148564.76,0
15726931,56214.85,2,0,0,92982.61,1
15771086,84327.77,2,1,0,17675.36,0
15756850,0,2,0,0,114996.43,0
15702741,93012.89,1,1,0,86957.42,0
15679200,61710.44,2,1,0,128077.8,0
15594815,174790.15,1,1,1,600.36,0
15635905,0,2,1,1,43001.46,0
15777892,107720.64,1,1,1,158591.12,0
15656176,0,2,1,1,47847.19,0
15811127,96423.84,1,1,0,10488.44,0
15604482,141040.01,1,1,1,5978.2,0
15622911,105420.18,1,0,1,121409.06,0
15600974,0,1,0,1,146145.93,1
15727868,129022.06,2,1,1,14374.86,1
15627801,176666.62,1,1,0,94670.77,0
15773039,0,1,1,1,179670.31,0
15755262,89763.84,1,0,0,199304.74,1
15679531,134954.53,1,1,1,151954.39,0
15684181,0,1,1,0,142513.5,1
15612087,106376.85,1,0,1,158264.62,0
15752047,161814.64,2,1,0,169381.9,0
15624592,0,2,1,1,169915.02,0
15573152,0,2,0,0,88852.47,0
15594917,63095.01,1,1,1,40645.81,0
15785542,118287.01,2,0,0,60427.3,0
15723488,106854.21,1,0,1,157959.02,1
15680920,49512.55,1,1,0,133007.34,0
15786308,0,2,0,0,176576.62,0
15659366,105799.32,2,1,0,34888.04,1
15774854,0,1,1,1,28737.71,1
15725311,114722.05,2,1,1,98178.57,0
15787155,0,1,0,1,125010.24,0
15727829,0,2,1,1,167984.61,0
15733247,0,1,1,0,4861.72,1
15568748,99564.22,1,1,1,108872.45,1
15699029,170557.91,2,1,0,198252.88,0
15774393,0,2,1,1,26960.31,0
15676895,74596.15,3,1,1,85746.52,1
15637753,96888.39,1,1,0,77206.25,1
15605461,130830.22,1,1,0,61048.53,0
15808473,0,2,0,1,111981.19,0
15627000,0,2,1,0,62232.6,0
15787174,0,2,0,1,156105.03,0
15723886,119714.25,2,0,1,150135.38,0
15704769,113978.97,2,0,1,93146.11,0
15772896,100160.75,1,1,0,33462.94,1
15711540,0,1,1,1,144375,0
15764866,116220.5,3,1,0,55803.96,1
15794056,0,3,1,0,89048.46,1
15795149,81173.83,2,0,1,162812.16,0
15812009,0,2,1,0,136259.65,0
15651001,116803.8,1,1,0,124052.97,0
15813844,105961.68,2,0,1,74158.8,0
15596175,117411.6,1,1,1,45071.09,1
15576269,0,2,1,0,62030.06,0
15797219,123497.58,1,1,0,131953.23,1
15685500,152400.51,2,1,0,79414,0
15599792,0,2,1,1,199638.56,0
15657566,103097.85,1,1,1,157577.29,0
15772423,126418.14,1,1,0,134420.75,1
15628112,77846.9,1,0,0,99805.99,0
15753754,0,2,1,1,97932.68,0
15793726,0,2,0,1,170968.99,0
15694717,79731.91,1,1,1,57558.95,0
15665834,0,1,0,0,176713.47,0
15765297,0,2,0,1,34283.23,0
15636684,0,2,1,1,198637.34,0
15592979,37266.67,2,0,0,156917.12,0
15750803,127992.25,1,1,1,50457.2,0
15607178,54901.01,1,1,1,140075.55,0
15713853,108748.08,2,1,1,65323.11,0
15673481,99906.19,1,1,0,64323.24,0
15686776,184686.41,2,1,0,14956.44,0
15673693,110654.02,1,0,1,111879.21,0
15700696,79019.8,1,1,1,18606.23,0
15813163,99240.51,1,1,0,123137.01,0
15653857,0,2,1,1,148528.24,0
15777076,0,2,1,0,13898.31,0
15717398,0,1,0,0,81259.25,1
15799217,52436.2,1,1,0,161051.75,0
15787071,0,2,0,1,191599.67,0
15619955,100337.96,3,1,0,48559.19,1
15796505,149297.19,2,1,1,186339.74,0
15725166,0,2,1,0,33159.37,0
15800116,145605.44,1,0,1,93883.53,0
15758685,0,2,1,1,110899.3,0
15694456,0,1,1,1,11199.04,1
15767339,0,2,1,0,189992.97,0
15683562,84026.86,1,0,1,164255.69,0
15782210,0,1,1,0,152167.79,1
15668893,0,2,1,1,33949.67,0
15669169,0,2,1,1,68143.93,0
15643024,138718.92,1,1,1,47251.79,1
15699389,118274.71,1,1,1,25885.72,0
15708608,174185.98,2,0,1,192633.85,0
15626144,113208.86,2,1,0,34577.36,0
15573112,103907.28,1,1,0,161229.84,0
15790678,119023.28,1,1,0,100816.29,0
15727556,166297.89,1,1,1,181694.44,0
15697307,0,2,1,0,79078.91,0
15652266,63227,1,0,1,137316.32,0
15607098,94521.17,2,1,0,194926.86,0
15655774,0,2,1,0,51285.49,0
15590241,112822.26,1,0,0,150401.53,1
15785819,0,2,1,1,112491.96,0
15723654,135903.33,1,1,0,73656.38,0
15774510,125169.26,1,1,1,106636.89,0
15684173,0,3,1,0,155853.52,1
15650068,149117.31,1,1,1,162599.51,0
15811490,0,2,1,1,103737.82,0
15803976,0,2,1,0,160990.27,0
15682541,132311.71,1,0,0,15462.84,0
15695699,0,2,1,0,10334.05,0
15624188,0,2,1,1,190686.16,0
15812191,118082.89,1,0,0,94440.45,0
15636673,119266.69,1,1,1,28257.63,0
15594898,0,1,1,1,170034.95,1
15660211,156847.29,2,1,0,31824.29,0
15773972,137104.47,1,1,0,127166.49,1
15746726,78398.69,1,1,0,44937.01,0
15712287,0,2,1,1,188603.07,0
15702919,63669.42,1,1,0,145111.37,0
15674398,0,2,0,0,171463.83,0
15797960,135296.33,1,1,0,182822.5,0
15631868,153804.44,1,1,1,87213.33,0
15581539,0,2,0,0,57175.32,0
15662736,147069.78,1,1,0,120540.83,1
15666252,0,2,1,1,28714.34,0
15677512,0,1,1,0,85426.28,0
15626114,95741.75,1,1,0,46170.75,0
15810834,145965.33,1,1,1,64448.36,0
15678910,141441.75,1,1,1,16278.97,0
15694408,139290.41,1,1,0,182855.42,1
15585215,0,2,0,0,50404.72,0
15682757,0,2,1,0,107640.25,0
15736601,144428.87,1,1,0,134132.65,0
15601848,0,2,1,0,103480.69,0
15736008,95441.27,1,1,0,108761.05,1
15669064,144848.74,1,1,1,179012.3,0
15624528,116244.14,2,1,1,95145.14,0
15598493,0,2,0,1,72143.44,0
15601274,146502.07,1,1,0,19162.89,0
15702669,117028.6,2,0,1,144680.18,0
15728669,112013.81,1,1,0,177772.03,1
15742668,108269.37,1,1,0,5597.94,0
15697441,182123.79,1,1,0,116828.51,1
15740476,150923.74,2,0,1,174652.51,0
15648064,0,2,1,0,2010.98,0
15636624,165272.13,1,1,0,14109.85,1
15807923,115301.31,1,1,0,43527.4,1
15745844,129502.49,2,0,1,86099.23,1
15786170,118342.26,1,0,0,161574.19,0
15681081,0,2,1,1,38970.14,0
15684484,0,2,0,0,127587.22,0
15785869,0,2,1,0,30380.12,0
15763859,0,2,1,0,90908.95,0
15658935,106937.05,2,1,0,138275.01,0
15747358,170331.37,1,1,1,32171.79,0
15735203,114510.85,1,1,1,126143.23,0
15576256,0,2,1,1,129892.93,0
15659420,107594.11,2,1,1,102416.84,0
15593365,81273.13,1,1,1,18719.67,0
15777352,169399.6,1,1,0,61936.22,0
15812007,0,2,1,1,78358.94,0
15625461,187841.99,2,1,1,147224.27,0
15739438,0,2,1,0,160979.66,0
15611759,126776.3,2,1,1,132298.49,0
15661629,126436.29,1,1,0,174248.52,1
15633950,101960.74,1,1,1,123547.28,0
15592386,0,2,0,1,32790.02,0
15803716,0,2,0,1,181543.67,0
15696674,150842.93,1,0,1,2319.96,1
15706365,102535.57,1,1,1,189543.19,0
15745088,99027.61,2,1,0,10940.4,0
15676715,0,2,1,1,199493.38,0
15613085,0,1,1,1,188193.25,0
15633537,87271.41,2,1,0,172572.64,0
15594720,102742.91,2,1,1,189339.6,0
15684042,40105.51,2,0,1,53512.16,0
15583303,152265.43,1,1,0,34004.44,0
15611579,141947.67,1,1,1,10598.29,0
15774696,106307.91,2,0,1,113428.77,0
15694506,107884.81,2,1,1,183487.98,0
15688074,125013.72,1,1,1,187658.09,0
15759537,58469.37,2,1,1,172459.39,0
15758449,0,1,0,1,21016,0
15583456,117231.63,3,1,1,122381.02,1
15667871,152390.26,1,1,0,128123.66,0
15677371,34013.63,1,1,0,19570.63,0
15629677,0,3,0,0,188150.6,1
15713578,0,2,1,1,111020.24,0
15591509,101583.11,2,1,0,123775.15,0
15568240,77168.87,2,0,1,146700.22,0
15622993,124695.72,2,1,0,145251.35,0
15689294,105934.96,1,1,0,82463.69,0
15720910,0,1,1,1,15928.49,0
15721181,0,2,1,0,45886.33,0
15776433,0,2,1,1,186489.95,0
15748936,0,2,0,1,162922.65,0
15717225,161525.96,2,1,0,9262.77,0
15685226,147199.07,1,1,1,84932.4,0
15785611,183102.29,1,1,1,71557.12,0
15573456,127209,2,1,0,77405.95,1
15684548,0,2,0,0,417.41,1
15620505,97378.54,1,1,1,71405.17,0
15807432,136925.09,2,0,1,153400.24,0
15584766,54503.55,1,1,1,371.05,0
15612187,155726.85,1,1,0,67789.99,0
15762218,0,2,0,1,145894.9,0
15646372,135842.41,1,1,0,183840.51,1
15690452,63349.75,1,1,0,108887.44,0
15747795,129499.42,1,1,1,154071.27,0
15781589,0,2,0,1,179291.85,0
15732674,70438.01,2,0,1,56937.43,0
15642291,0,2,1,1,112239.03,0
15692761,0,1,1,0,45909.87,0
15578045,141434.04,1,0,0,173779.25,1
15745354,0,2,1,0,125696.26,0
15701376,152958.29,2,1,1,159585.61,0
15691625,138306.34,1,1,0,106761.47,0
15566594,0,2,0,0,129590.18,0
15760431,0,2,1,1,80006.65,0
15686302,124328.84,1,1,1,140451.52,0
15801559,181461.48,3,1,1,187929.43,1
15810432,0,2,1,0,167155.36,0
15809616,0,2,0,0,191420.71,0
15720559,110368.03,1,0,0,11384.45,1
15695632,89588.35,1,1,1,94898.1,0
15659843,0,2,0,0,106781.59,0
15615624,0,2,0,0,159508.52,0
15810418,115924.89,1,1,0,93524.19,1
15716186,0,2,1,0,87168.46,0
15674551,111756.5,1,1,0,8128.32,1
15622834,0,1,1,0,125518.32,0
15566111,0,1,1,0,48963.59,0
15784597,162923.85,1,1,0,98368.24,0
15652883,124576.65,2,1,0,148584.61,0
15806964,80793.58,1,1,1,27474.81,0
15576313,71340.09,1,1,0,76192.21,0
15806467,99282.63,1,0,0,134600.94,1
15597602,137946.39,1,1,1,72467.99,1
15743040,127892.57,2,0,1,199645.45,0
15705521,101084.36,1,1,0,42749.85,0
15595039,114754.08,1,1,0,136050.44,1
15799384,0,1,0,0,73564.44,0
15581197,99286.98,1,0,1,85578.63,0
15693737,79871.02,2,1,0,129826.89,0
15624623,104088.59,2,0,0,119666,0
15783501,168190.33,2,1,0,68052.08,0
15690134,85679.25,1,1,1,164104.74,0
15782735,0,1,0,0,80190.36,0
15611088,0,2,1,0,84126.75,0
15672145,121551.58,2,1,1,70179,0
15732628,122220.19,1,1,1,118024.1,0
15787470,116528.15,1,0,0,145704.19,1
15803406,77780.29,1,0,1,183049.41,0
15730460,0,1,0,0,120906.83,0
15644572,125832.2,1,1,1,100433.83,0
15694860,68065.8,1,0,0,138777,1
15658169,127299.34,2,1,0,124694.99,0
15794396,174937.64,1,1,0,40084.32,0
15785798,0,2,0,1,119232.33,0
15710825,110071.1,1,0,0,43921.36,0
15668444,139432.37,1,1,0,62222.81,0
15726631,127357.76,1,0,1,56577,0
15733797,0,2,1,0,164253.35,0
15747960,0,1,1,1,7666.73,0
15634632,0,2,1,0,68487.51,0
15707362,95556.31,1,0,1,199273.98,1
15662976,0,1,1,1,186062.36,0
15732778,111681.98,2,1,1,195711.16,0
15718443,0,2,1,0,36692.17,0
15670039,108738.71,2,1,0,106920.57,0
15773792,133950.37,1,1,1,48725.68,1
15613786,0,2,1,1,167036.94,0
15726032,89968.69,1,1,0,68777.26,0
15663252,0,2,1,1,18924.92,0
15593782,130878.75,3,1,0,71905.77,1
15633283,0,2,1,0,64833.28,0
15749167,0,2,1,1,184843.77,0
15759298,134169.62,1,1,1,176730.02,0
15683625,149762.08,1,1,0,20629.4,1
15635367,93844.69,1,1,0,28415.36,0
15681705,0,2,1,0,77231.27,0
15603156,0,2,1,0,102750.7,0
15591986,141078.37,1,0,0,34580.8,1
15798888,117992.59,1,1,1,183598.77,0
15809722,100812.33,2,1,0,147358.27,0
15677538,0,1,1,1,108469.2,0
15797736,80262.6,1,1,1,20612.82,0
15695585,156478.62,1,0,1,181196.76,0
15744398,0,2,1,0,160249.1,0
15750658,0,3,0,0,110783.28,0
15578186,115217.99,2,1,0,144995.33,0
15676519,0,2,1,0,150227.85,1
15637954,155470.55,1,1,1,53718.28,0
15758639,0,2,1,0,75248.3,0
15613772,135096.77,1,1,1,14353.43,1
15731744,0,2,0,1,130486.57,0
15807709,180075.22,1,1,1,100127.71,0
15714689,97541.24,1,1,1,196356.17,0
15699005,156067.05,1,1,1,9983.88,0
15624170,81550.94,2,0,1,118974.77,0
15725679,0,1,0,0,194998.34,1
15585865,170061.92,2,0,0,134901.34,1
15804256,92310.54,2,1,1,72924.56,0
15662403,169089.38,2,1,0,101057.95,0
15733616,80613.93,1,1,1,142838.64,0
15591995,121581.56,2,1,1,127059.04,0
15677020,0,1,0,1,116503.92,1
15727688,0,2,1,1,54405.79,0
15715941,0,2,1,1,88721.84,0
15714485,85891.55,1,1,0,74135.48,1
15730059,77637.35,2,1,1,111346.22,0
15715527,0,1,0,0,194902.16,0
15576623,0,2,1,0,31474.27,0
15805565,116927.89,1,1,0,21198.39,0
15677307,137326.65,1,1,0,186976.6,0
15773890,0,2,1,1,117202.19,0
15598883,0,2,1,1,143739.29,0
15568506,67238.98,2,1,1,161811.23,0
15761043,86569.76,2,1,0,98090.91,0
15782236,0,2,0,0,71095.41,0
15593601,133598.4,1,1,1,13107.24,0
15682048,136188.78,1,1,1,67110.59,1
15746902,0,2,1,0,88225.02,0
15752081,0,3,0,1,62256.87,1
15781307,120092.52,2,1,0,135925.72,0
15775912,101238.24,2,0,1,177815.87,1
15745417,89685.92,1,0,1,126471.13,0
15671256,211774.31,1,1,0,188574.12,1
15653547,131317.48,1,1,1,119175.45,0
15595766,93722.73,2,1,1,139093.73,0
15742358,101160.99,1,1,1,115916.55,0
15763274,120320.54,1,0,0,96463.25,0
15786063,0,2,1,1,112349.51,0
15600258,0,2,1,1,165303.79,0
15573318,0,2,1,0,166031.08,0
15653849,152827.99,1,1,0,38411.79,1
15694272,64097.75,1,1,1,77783.35,0
15736112,119035.35,2,1,1,29871.79,0
15749851,135219.57,1,0,1,59747.63,0
15663478,93694.42,1,1,1,79919.13,0
15592300,59408.63,1,1,0,76773.53,0
15567832,114354.95,1,1,0,54018.93,0
15776780,0,1,1,0,70649.64,1
15592846,128173.9,2,1,0,59093.39,0
15739803,0,2,1,0,127569.8,0
15794142,114931.35,3,0,1,18260.98,1
15762729,111071.36,1,1,0,73275.96,1
15667896,151226.18,2,1,1,136129.49,0
15626578,0,2,1,1,153237.59,0
15776223,64740.12,1,1,1,106841.12,0
15705953,169312.13,1,1,0,109078.35,1
15802593,0,3,0,1,87822.14,1
15615457,112652.08,2,1,0,126644.98,0
15708916,0,2,1,0,47414.15,0
15720187,143964.36,2,1,0,41879.99,0
15595440,122451.46,2,1,1,75808.1,0
15600651,0,3,1,1,47911.03,0
15750141,65253.07,2,1,0,28737.78,0
15657284,106901.94,1,1,1,2079.2,1
15763063,128509.63,1,1,0,121562.33,0
15709324,0,2,1,0,55003.79,0
15711309,129834.67,1,1,0,193131.42,0
15775318,154962.99,3,0,1,191932.27,1
15705515,138241.9,2,1,0,159418.1,0
15634844,91536.93,1,1,0,191468.78,1
15717046,0,2,1,1,38913.68,0
15571816,0,1,1,1,705.18,0
15670080,105204.01,1,0,1,138490.03,0
15800440,152968.73,1,0,1,82970.69,0
15665678,158261.68,1,1,1,76744.72,0
15665956,0,1,1,0,71244.59,1
15788126,121021.05,1,1,1,12182.15,0
15811773,0,2,1,1,141210.5,0
15651674,0,1,0,0,191763.07,1
15689614,137715.66,1,1,1,37938.74,0
15795564,121192.22,2,1,1,74890.58,0
15706647,0,3,1,1,166698.18,0
15728505,100486.18,2,1,1,62678.53,0
15730076,0,1,1,0,67740.08,1
15622003,92566.53,2,1,0,161519.77,0
15607312,0,2,1,1,159835.78,1
15644753,110929.96,1,1,1,30876.84,0
15653620,0,2,1,1,14858.1,0
15761986,138901.61,1,1,0,75685.97,0
15633922,123217.66,2,0,1,144183.1,0
15734674,0,1,1,0,65170.66,0
15658032,0,2,1,1,82526.92,0
15692671,0,2,1,0,169161.46,0
15737741,108431.87,2,0,1,109291.39,1
15576352,0,2,0,1,6057.81,0
15753719,72392.41,1,1,0,77077.14,0
15803689,119741.77,2,0,0,54954.51,1
15718057,100946.71,1,0,0,179614.8,1
15722010,170491.84,1,1,0,35588.07,1
15680998,0,1,1,1,117356.14,0
15614782,0,1,1,0,160696.72,0
15591047,157296.02,2,0,0,147278.43,1
15788291,144606.22,1,1,1,56594.36,1
15604044,134811.3,1,1,0,1299.75,0
15679587,115897.12,1,1,1,25095.03,0
15775153,82034,1,0,0,146326.45,0
15603925,174318.13,2,0,1,38296.21,0
15680970,114206.84,1,1,0,164061.6,0
15697183,0,2,1,0,107811.28,0
15567446,111574.41,1,1,1,30838.51,0
15637476,162448.69,1,0,0,9221.78,1
15714939,148249.54,1,0,1,33738.27,0
15683503,0,3,0,1,110916.15,1
15645569,123709.46,2,1,1,169654.57,0
15782569,0,1,0,1,69829.4,0
15592387,0,1,1,0,54926.51,1
15609286,150525.8,1,1,1,94728.49,0
15814035,0,1,1,1,80393.27,0
15661249,0,2,0,1,111307.98,0
15629117,0,2,1,0,19834.32,0
15607170,0,2,1,1,78397.24,0
15586585,111018.98,1,1,0,86410.28,0
15686611,129755.99,1,0,0,172749.65,0
15603203,0,2,1,0,1002.39,0
15619857,129555.7,1,1,1,13601.79,0
15805062,87202.38,1,1,1,77866.91,0
15660271,146133.39,1,1,1,175296.76,0
15745295,0,1,1,0,121751.04,1
15719352,170184.99,2,1,0,89593.26,0
15766575,140745.33,1,1,0,193437.89,1
15594594,139070.51,1,1,1,86945,0
15646161,0,2,1,1,183318.79,0
15682585,114193.24,1,1,0,71154.1,0
15603134,167878.5,1,0,1,151887.16,0
15636444,141616.55,2,1,1,75888.65,0
15773456,145747.67,2,0,1,89566.74,0
15745307,129120.64,1,0,1,26475.79,0
15604119,110349.82,1,0,0,126355.8,0
15626900,141325.56,1,1,1,93839.3,0
15605447,78653.84,1,1,0,7698.6,0
15589030,0,2,1,1,145593.85,0
15692463,142253.65,1,1,0,45042.56,0
15712403,0,1,1,0,61108.56,1
15811762,115988.86,1,1,0,57553.98,1
15718673,75592.43,1,1,0,62674.42,0
15724282,164113.04,2,1,1,12120.79,0
15738181,67996.23,2,0,0,50129.87,1
15633648,0,2,1,0,55022.43,0
15603323,0,2,0,0,117834.91,0
15583725,138778.15,1,0,1,168840.23,0
15588350,147832.15,1,0,1,24234.11,0
15798398,135438.4,1,0,0,190627.01,0
15784844,116060.08,1,1,0,156618.38,1
15580684,112564.62,1,1,0,42334.38,0
15809663,125406.58,1,1,1,110784.42,0
15640078,135134.99,1,1,0,173683,1
15698786,133102.92,1,1,0,27046.46,1
15569807,42157.08,1,1,0,20598.59,1
15730830,0,2,1,1,104991.28,0
15805112,82259.29,1,1,0,8996.97,0
15633064,0,2,1,0,64420.5,0
15703119,0,2,1,1,145700.22,0
15730447,0,2,1,1,196335.48,0
15813850,0,1,1,1,14781.12,0
15711889,150461.07,1,1,0,108139.23,0
15664610,133994.52,1,1,1,19287.06,1
15751710,164870.81,2,1,1,9567.39,0
15692926,121702.73,1,1,1,132210.49,0
15813741,193858.2,1,0,1,21600.11,0
15698474,131039.97,2,1,1,199661.5,0
15568595,113829.45,1,1,1,124341.49,0
15603065,0,2,1,0,15766.1,0
15592937,81877.38,1,1,1,33642.21,0
15699637,116326.07,1,1,1,117704.65,0
15667215,0,2,1,1,58803.28,0
15788659,0,2,1,1,137537.22,0
15763218,0,2,0,1,131300.68,0
15645772,0,2,1,1,84174.81,0
15725511,127070.73,1,0,1,160941.78,0
15575024,0,2,1,1,143954.99,0
